ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-01-14 09:45:00,22.53253704428519,-135.58161302558028,122.22049098745552,22.53253704428519,22.53253704428519,-24.249848446611075,-24.249848446611075,-24.249848446611075,-12.945457863563282,-12.945457863563282,-12.945457863563282,-12.300365331079508,-12.300365331079508,-12.300365331079508,0.9959747480317137,0.9959747480317137,0.9959747480317137,0.0,0.0,0.0,-1.7173114023258869
2023-01-14 10:00:00,22.53278719352718,-115.33296613886671,145.8161045776197,22.53278719352718,22.53278719352718,-7.048681997078848,-7.048681997078848,-7.048681997078848,4.393211525624176,4.393211525624176,4.393211525624176,-12.452497171502932,-12.452497171502932,-12.452497171502932,1.0106036487999002,1.0106036487999002,1.0106036487999002,0.0,0.0,0.0,15.484105196448333
2023-01-14 10:15:00,22.53303734276917,-83.60720237871465,168.06449270777955,22.53303734276917,22.53303734276917,12.254626305660576,12.254626305660576,12.254626305660576,23.833525917864293,23.833525917864293,23.833525917864293,-12.604123514603149,-12.604123514603149,-12.604123514603149,1.0252239023994403,1.0252239023994403,1.0252239023994403,0.0,0.0,0.0,34.78766364842974
2023-01-14 10:30:00,22.53328749201117,-72.28461603574982,191.84802901995843,22.53328749201117,22.53328749201117,32.92395690795915,32.92395690795915,32.92395690795915,44.6393150296341,44.6393150296341,44.6393150296341,-12.755193606871888,-12.755193606871888,-12.755193606871888,1.0398354851969485,1.0398354851969485,1.0398354851969485,0.0,0.0,0.0,55.45724439997032
2023-01-14 10:45:00,22.533537641253158,-52.307756925058406,211.6655633892803,22.533537641253158,22.533537641253158,54.114048346111886,54.114048346111886,54.114048346111886,65.96526587812092,65.96526587812092,65.96526587812092,-12.905655905566258,-12.905655905566258,-12.905655905566258,1.0544383735572371,1.0544383735572371,1.0544383735572371,0.0,0.0,0.0,76.64758598736505
2023-01-14 11:00:00,22.53378779049515,-30.400361154434513,225.35942343070627,22.53378779049515,22.53378779049515,74.91488399400474,74.91488399400474,74.91488399400474,86.90130955401281,86.90130955401281,86.90130955401281,-13.055458103872155,-13.055458103872155,-13.055458103872155,1.0690325438640935,1.0690325438640935,1.0690325438640935,0.0,0.0,0.0,97.4486717844999
2023-01-14 11:15:00,22.53403793973714,-8.619533554970804,245.19545003823973,22.53403793973714,22.53403793973714,94.40086332205713,94.40086332205713,94.40086332205713,106.52179250606878,106.52179250606878,106.52179250606878,-13.204547156547816,-13.204547156547816,-13.204547156547816,1.083617972536171,1.083617972536171,1.083617972536171,0.0,0.0,0.0,116.93490126179427
2023-01-14 11:30:00,22.53428808897914,6.693887603432835,260.34897524102706,22.53428808897914,22.53428808897914,111.68180197337674,111.68180197337674,111.68180197337674,123.93647664391288,123.93647664391288,123.93647664391288,-13.352869306529831,-13.352869306529831,-13.352869306529831,1.0981946359936772,1.0981946359936772,1.0981946359936772,0.0,0.0,0.0,134.21609006235587
2023-01-14 11:45:00,22.534538238221128,21.00766497605319,274.77724477986965,22.534538238221128,22.534538238221128,125.95266070118619,125.95266070118619,125.95266070118619,138.34026830279063,138.34026830279063,138.34026830279063,-13.500370112277375,-13.500370112277375,-13.500370112277375,1.1127625106729366,1.1127625106729366,1.1127625106729366,0.0,0.0,0.0,148.4871989394073
2023-01-14 12:00:00,22.53478838746313,34.23618631179442,295.3225963381463,22.53478838746313,22.53478838746313,136.5389570966075,136.5389570966075,136.5389570966075,149.05862999965115,149.05862999965115,149.05862999965115,-13.646994476095855,-13.646994476095855,-13.646994476095855,1.1273215730522332,1.1273215730522332,1.1273215730522332,0.0,0.0,0.0,159.07374548407063
